name2	#name
RNF144A	NM_001349182
RNF144A	NR_146069
LINC00299	NR_152741
LINC00299	NR_034135
KIDINS220	NM_020738
KIDINS220	NM_001348743
KIDINS220	NM_001348729
KIDINS220	NM_001348740
KIDINS220	NM_001348735
KIDINS220	NM_001348734
MBOAT2	NM_001321266
MBOAT2	NM_001321267
KIDINS220	NM_001348732
MBOAT2	NM_001321265
KIDINS220	NR_145965
KIDINS220	NM_001348736
ASAP2	NM_001135191
KIDINS220	NM_001348731
KIDINS220	NM_001348745
ASAP2	NM_003887
MBOAT2	NM_138799
KIDINS220	NM_001348741
KIDINS220	NM_001348738
KIDINS220	NM_001348739
MBOAT2	NR_135601
MBOAT2	NR_135600
KIDINS220	NR_145964
KIDINS220	NM_001348742
MBOAT2	NR_135602
MBOAT2	NR_135605
MBOAT2	NR_135604
MBOAT2	NR_135603
MBOAT2	NR_135606
MBOAT2	NR_135598
MBOAT2	NR_135599
HPCAL1	NM_002149
GRHL1	NM_198182
HPCAL1	NM_001258357
HPCAL1	NM_134421
ROCK2	NM_004850
ROCK2	NM_001321643
ATP6V1C2	NM_144583
NOL10	NM_001261392
NOL10	NM_024894
NOL10	NR_048552
LINC01954	NR_110575
C2orf50	NM_001371321
C2orf50	NM_182500
ATP6V1C2	NM_001039362
NOL10	NM_001261394
C2orf50	NM_001371320
LPIN1	NM_001349208
LPIN1	NM_001349200
LPIN1	NM_001349199
LPIN1	NM_001349203
LPIN1	NM_001261428
MIR3681HG	NR_110198
MIR3681HG	NR_110197
MIR3681HG	NR_110196
NTSR2	NM_012344
LPIN1	NR_146080
LPIN1	NM_001261427
LPIN1	NM_001349201
LPIN1	NM_145693
LPIN1	NM_001349204
LPIN1	NM_001349205
LPIN1	NM_001349206
LPIN1	NM_001349207
LPIN1	NM_001349202
LOC100506474	NR_038434
LINC00276	NR_103814
NBAS	NR_052013
NBAS	NM_015909
DDX1	NM_004939
CYRIA	NM_030797
VSNL1	NM_001366803
SMC6	NM_001142286
VSNL1	NM_003385
VSNL1	NM_001366804
VSNL1	NM_001366806
VSNL1	NM_001366805
SMC6	NM_024624
LINC01376	NR_135287
LDAH	NM_001282724
PUM2	NM_015317
PUM2	NM_001282790
PUM2	NM_001352918
PUM2	NM_001352920
PUM2	NM_001352929
PUM2	NM_001282752
PUM2	NM_001352926
PUM2	NM_001352923
PUM2	NM_001352917
LDAH	NM_001282723
PUM2	NM_001352925
LDAH	NM_001282720
LDAH	NM_001282721
LDAH	NM_001282719
PUM2	NM_001352919
PUM2	NM_001352928
PUM2	NM_001352927
LDAH	NM_021925
LDAH	NR_104233
RHOB	NM_004040
PUM2	NM_001282791
LDAH	NM_001282722
PUM2	NM_001352930
ATAD2B	NR_125717
ATAD2B	NM_017552
KLHL29	NM_052920
ATAD2B	NM_001354107
ATAD2B	NM_001242338
UBXN2A	NM_181713
ADCY3	NM_001320613
ITSN2	NM_001348185
NCOA1	NM_003743
NCOA1	NM_001362954
ITSN2	NM_019595
ITSN2	NM_001348183
NCOA1	NM_001362950
DNAJC27-AS1	NR_034113
NCOA1	NM_001362952
ITSN2	NM_006277
ITSN2	NM_001348184
NCOA1	NM_147233
ITSN2	NM_001348181
ITSN2	NM_001348186
NCOA1	NM_001362955
NCOA1	NM_147223
ADCY3	NM_004036
ITSN2	NM_001348182
ITSN2	NM_147152
ADCY3	NM_001377128
ADCY3	NM_001377129
ADCY3	NM_001377130
ADCY3	NM_001377132
DTNB	NM_001320932
DTNB	NM_021907
DTNB	NM_001256303
ASXL2	NM_001369346
DNMT3A	NM_001320892
DTNB	NM_001351393
DTNB	NM_001256308
DTNB	NM_033147
DTNB	NM_001320933
DTNB	NM_001320934
DTNB	NM_001320936
DTNB	NR_147180
DTNB	NM_001320937
DTNB	NM_001320935
DNMT3A	NR_135490
ASXL2	NM_018263
RAB10	NM_016131
DTNB	NM_001351395
DTNB	NM_001256304
DTNB	NM_001351390
DTNB	NM_001351394
DTNB	NM_001351392
DTNB	NM_033148
DTNB	NM_001351391
DTNB	NM_001351388
DTNB	NM_001351381
DTNB	NM_001351382
DTNB	NM_001351384
DTNB	NM_001351383
DTNB	NM_001351385
DTNB	NM_001351387
DTNB	NM_001351386
DNMT3A	NM_022552
DTNB	NM_183361
DTNB	NM_183360
DNMT3A	NM_175630
DNMT3A	NM_175629
KIF3C	NM_002254
DTNB	NM_001351389
PREB	NM_001330487
DPYSL5	NM_001253724
ADGRF3	NM_153835
PREB	NR_138479
OTOF	NM_194323
DPYSL5	NM_020134
ADGRF3	NM_001321971
DPYSL5	NM_001253723
PREB	NM_013388
PREB	NM_001330486
MAPRE3	NM_012326
OTOF	NM_004802
ADGRF3	NM_001321975
ADGRF3	NR_135916
MAPRE3-AS1	NR_149018
OTOF	NM_194248
CIB4	NM_001029881
OTOF	NM_194322
PREB	NM_001330485
PREB	NM_001330484
OTOF	NM_001287489
SUPT7L	NM_014860
RBKS	NM_001287580
LOC100505736	NR_120504
PPM1G	NM_177983
SUPT7L	NM_001282732
SUPT7L	NM_001282731
SUPT7L	NM_001282729
RBKS	NM_022128
SUPT7L	NM_001282730
PLB1	NM_001170585
SPDYA	NM_001142634
PLB1	NM_153021
SPDYA	NM_182756
PLB1	NR_138141
CLIP4	NM_001287528
SPDYA	NM_001008779
CAPN14	NM_001145122
GALNT14	NM_001329096
GALNT14	NM_024572
GALNT14	NM_001253827
LCLAT1	NM_001304445
LCLAT1	NM_001304446
CAPN13	NM_144575
LCLAT1	NM_001002257
CAPN14	NM_001321270
LCLAT1	NM_182551
GALNT14	NM_001329097
GALNT14	NM_001329095
GALNT14	NM_001253826
MEMO1	NM_001371921
MEMO1	NR_126032
MEMO1	NM_001137602
MEMO1	NM_001371917
MEMO1	NR_163996
MEMO1	NM_001371912
MEMO1	NM_001371913
NLRC4	NM_001199139
NLRC4	NM_001302504
NLRC4	NM_021209
MEMO1	NM_001371916
MEMO1	NR_163997
MEMO1	NM_001371914
MEMO1	NM_001371920
MEMO1	NR_163995
NLRC4	NM_001199138
MEMO1	NM_015955
MEMO1	NM_001371915
MEMO1	NR_163998
MEMO1	NM_001301852
MEMO1	NM_001371918
MEMO1	NR_126034
MEMO1	NM_001301833
SPAST	NM_001363823
SPAST	NM_001363875
SPAST	NM_014946
SPAST	NM_199436
SPAST	NM_001377959
TTC27	NM_017735
LTBP1	NM_000627
LINC00486	NR_027098
LINC00486	NR_027099
LTBP1	NM_001166265
LTBP1	NM_001166266
TTC27	NM_001193509
LTBP1	NM_001166264
LTBP1	NM_206943
LINC01317	NR_126403
FEZ2	NM_001042548
FEZ2	NM_005102
CRIM1	NM_016441
CEBPZ	NM_005760
QPCT	NM_012413
GPATCH11	NM_001278505
GPATCH11	NR_163987
GPATCH11	NR_163986
STRN	NM_003162
GPATCH11	NM_001322249
GPATCH11	NM_001371856
GPATCH11	NM_001371860
GPATCH11	NM_001371861
GPATCH11	NM_001371862
GPATCH11	NM_001371858
GPATCH11	NM_001371859
GPATCH11	NM_174931
RMDN2	NM_001170792
RMDN2	NM_001322211
RMDN2	NM_001322212
RMDN2	NM_144713
RMDN2-AS1	NR_102712
CYP1B1-AS1	NR_027252
GALM	NM_138801
RMDN2	NM_001170791
RMDN2	NM_001170793
ARHGEF33	NM_001367623
SOS1	NM_005633
MAP4K3	NM_001270425
CDKL4	NR_144521
CDKL4	NM_001346911
CDKL4	NR_144520
MAP4K3-DT	NR_037875
TMEM178A	NM_001167959
CDKL4	NM_001009565
ARHGEF33	NM_001145451
TMEM178A	NM_152390
MAP4K3	NM_003618
SLC8A1	NM_001351484
SLC8A1	NM_001351486
SLC8A1	NM_001351485
SLC8A1	NM_001112802
SLC8A1	NM_001112801
SLC8A1	NM_001351488
SLC8A1	NM_001351487
SLC8A1	NM_001351494
SLC8A1	NM_001351493
SLC8A1	NM_001351492
SLC8A1	NM_001372263
SLC8A1	NM_001351491
SLC8A1-AS1	NR_038441
SLC8A1	NM_021097
SLC8A1	NM_001252624
SLC8A1	NM_001351483
SLC8A1	NM_001112800
SLC8A1	NM_001351489
SLC8A1	NM_001351490
MTA3	NM_001282755
EML4	NM_001145076
MTA3	NM_001330442
EML4	NM_019063
MTA3	NM_001330444
MTA3	NM_001330443
COX7A2L	NM_001319038
KCNG3	NM_133329
MTA3	NM_020744
MTA3	NM_001282756
KCNG3	NM_172344
DYNC2LI1	NM_015522
DYNC2LI1	NM_001193464
THADA	NM_001345923
LRPPRC	NM_133259
THADA	NM_022065
DYNC2LI1	NM_001348912
THADA	NM_001345924
THADA	NR_073394
THADA	NR_144316
DYNC2LI1	NM_016008
THADA	NM_001345925
DYNC2LI1	NM_001348913
THADA	NM_001083953
PLEKHH2	NM_172069
PPM1B	NM_002706
PPM1B	NM_001033557
CAMKMT	NM_024766
PPM1B	NM_177968
PPM1B	NM_177969
SLC3A1	NM_000341
LINC01121	NR_033831
SRBD1	NM_018079
TTC7A	NM_020458
ATP6V1E2	NM_001318063
MCFD2	NM_001171508
ATP6V1E2	NM_001371281
TTC7A	NM_001288955
TTC7A	NM_001288953
ATP6V1E2	NM_001371282
ATP6V1E2	NM_001371283
TTC7A	NM_001288951
MCFD2	NM_001171511
FBXO11	NM_025133
MSH2	NM_000251
FBXO11	NM_001190274
EPCAM-DT	NR_110208
EPCAM-DT	NR_110207
MSH2	NM_001258281
FBXO11	NM_001374325
FSHR	NM_000145
PPP1R21	NR_024188
PPP1R21	NM_001193475
STON1-GTF2A1L	NM_001198594
FOXN2	NM_002158
GTF2A1L	NM_006872
STON1-GTF2A1L	NM_001198593
GTF2A1L	NM_001193487
FSHR	NM_181446
PPP1R21	NM_001135629
STON1-GTF2A1L	NM_172311
PPP1R21	NM_152994
FOXN2	NM_001375443
FOXN2	NM_001375442
FOXN2	NM_001375444
FOXN2	NM_001375445
FOXN2	NM_001375446
FOXN2	NM_001375447
FOXN2	NM_001375448
FOXN2	NM_001375449
FOXN2	NM_001375450
FOXN2	NM_001375451
FOXN2	NM_001375452
FOXN2	NM_001375781
FOXN2	NR_164686
FOXN2	NR_164691
NRXN1	NM_001320156
NRXN1	NM_001320157
NRXN1	NM_001330089
NRXN1	NM_001330090
NRXN1	NM_001330081
NRXN1	NM_001330079
ACYP2	NM_001320588
ACYP2	NM_001320587
ACYP2	NM_001320589
ASB3	NM_145863
GPR75-ASB3	NM_001164165
ASB3	NM_001201965
PSME4	NM_014614
ACYP2	NM_138448
ACYP2	NM_001320590
ASB3	NM_016115
ACYP2	NM_001320586
CCDC88A	NM_001365480
CLHC1	NR_148543
CLHC1	NR_148538
CLHC1	NM_001353785
CLHC1	NM_001353786
RTN4	NM_207520
CLHC1	NM_001353783
CLHC1	NM_001353787
CLHC1	NM_001353784
CCDC88A	NM_001135597
CLHC1	NR_148541
CLHC1	NM_001135598
CLHC1	NM_001353779
CLHC1	NM_001353781
CLHC1	NM_001353782
CLHC1	NR_148539
CLHC1	NR_148540
RTN4	NM_001321860
RTN4	NM_001321859
RTN4	NM_001321904
CLHC1	NM_001353780
CCDC88A	NM_018084
EML6	NM_001039753
CCDC88A	NM_001254943
RTN4	NM_153828
SPTBN1	NM_178313
CLHC1	NM_152385
CLHC1	NR_148542
RTN4	NM_020532
MIR217HG	NR_126406
CCDC85A	NM_001348512
CCDC85A	NM_001348513
CCDC85A	NM_001348514
CCDC85A	NM_001348515
CCDC85A	NM_001348516
CCDC85A	NM_001080433
VRK2	NM_001130483
VRK2	NM_001130482
FANCL	NR_156742
FANCL	NM_018062
VRK2	NM_001130480
FANCL	NM_001114636
VRK2	NM_001288836
VRK2	NM_001288837
VRK2	NM_001288838
VRK2	NM_001288839
VRK2	NM_006296
VRK2	NM_001130481
FANCL	NR_164659
FANCL	NM_001374615
LINC01793	NR_110219
PUS10	NM_001322124
PUS10	NM_144709
PUS10	NM_001322127
KIAA1841	NM_001330433
KIAA1841	NM_001330432
KIAA1841	NM_001330434
KIAA1841	NM_001330436
KIAA1841	NM_032506
USP34	NM_014709
KIAA1841	NM_001330435
PUS10	NM_001322123
KIAA1841	NM_001129993
COMMD1	NM_001371765
COMMD1	NM_152516
COMMD1	NM_001321782
COMMD1	NM_001321781
WDPCP	NM_015910
WDPCP	NM_001042692
WDPCP	NM_001354045
WDPCP	NM_001354044
LOC100132215	NR_027069
LOC100132215	NR_033389
WDPCP	NR_122106
WDPCP	NR_148704
WDPCP	NR_148705
LINC01805	NR_147011
PELI1	NM_020651
SPRED2	NM_181784
MEIS1	NM_002398
LINC01798	NR_110156
LOC101927661	NR_110568
ANTXR1	NM_053034
ANTXR1	NM_018153
ARHGAP25	NM_001364819
APLF	NM_173545
ARHGAP25	NM_001364820
ARHGAP25	NM_001364821
ARHGAP25	NM_001166277
ARHGAP25	NM_001166276
ARHGAP25	NM_014882
CNRIP1	NM_001111101
ARHGAP25	NM_001007231
AAK1	NM_014911
ANXA4	NM_001320698
PCBP1-AS1	NR_033872
GMCL1	NM_178439
GFPT1	NM_001244710
GFPT1	NM_002056
AAK1	NM_001371577
AAK1	NM_001371575
VAX2	NM_012476
TGFA	NM_003236
TGFA	NM_001308159
TGFA	NM_001308158
TGFA	NM_001099691
FIGLA	NM_001004311
DYSF	NM_001130982
DYSF	NM_001130981
DYSF	NM_001130987
ZNF638	NM_014497
DYSF	NM_001130983
DYSF	NM_001130977
DYSF	NM_001130455
ZNF638	NM_001014972
DYSF	NM_001130985
DYSF	NM_003494
DYSF	NM_001130978
DYSF	NM_001130976
DYSF	NM_001130980
DYSF	NM_001130984
ZNF638	NM_001252612
ZNF638	NM_001252613
DYSF	NM_001130986
DYSF	NM_001130979
SFXN5	NM_001330404
SFXN5	NM_001330405
SFXN5	NM_001330410
FBXO41	NM_001371389
SFXN5	NM_001330407
SFXN5	NM_001371740
SFXN5	NM_001330412
SFXN5	NM_001371741
SFXN5	NM_001371742
SFXN5	NR_138476
SFXN5	NM_144579
SFXN5	NM_001330408
SFXN5	NM_001371739
SFXN5	NM_001330411
SFXN5	NM_001371738
SFXN5	NM_001330406
SFXN5	NM_001330400
SFXN5	NM_001330402
SFXN5	NM_001371737
SFXN5	NM_001330401
SFXN5	NM_001371743
SFXN5	NM_001330403
FBXO41	NM_001080410
TET3	NM_001366022
ALMS1P1	NR_003683
C2orf78	NM_001080474
SLC4A5	NM_133478
TET3	NM_001287491
HK2	NM_000189
TACR1	NM_001058
M1AP	NM_138804
M1AP	NM_001281296
TACR1	NM_015727
M1AP	NM_001281295
M1AP	NM_001321739
HK2	NM_001371525
LRRTM4	NM_001330370
LRRTM4	NM_001134745
LRRTM4	NR_146416
LRRTM4	NM_001282924
LOC101927967	NR_110288
LOC101927948	NR_110287
CTNNA2	NM_001282600
CTNNA2	NM_001320810
CTNNA2	NM_001282599
DNAH6	NM_001370
TGOLN2	NM_001368096
ST3GAL5	NM_001042437
ST3GAL5	NM_001354229
ST3GAL5	NM_001354224
ST3GAL5	NM_001354227
ST3GAL5	NM_001354226
TGOLN2	NM_001368095
ST3GAL5	NM_001354248
TGOLN2	NM_001206841
ST3GAL5	NM_001363847
LINC01964	NR_146453
TGOLN2	NM_001206844
TGOLN2	NM_001206840
ST3GAL5	NM_003896
ST3GAL5	NM_001354238
VAMP5	NM_006634
ST3GAL5	NM_001354247
TGOLN2	NM_006464
ST3GAL5	NM_001354234
ST3GAL5	NM_001354233
TCF7L1	NM_031283
ST3GAL5	NM_001354223
REEP1	NM_022912
RNF103-CHMP3	NM_001198954
PTCD3	NM_017952
REEP1	NM_001164732
REEP1	NM_001164731
CHMP3	NM_016079
CHMP3	NR_036454
REEP1	NM_001371280
REEP1	NM_001164730
RMND5A	NM_022780
CHMP3	NM_001193517
CHMP3	NM_001005753
REEP1	NM_001371279
RGPD1	NM_001024457
RGPD2	NM_001078170
EIF2AK3	NM_004836
EIF2AK3	NM_001313915
RPIA	NM_144563
PROM2	NM_144707
PROM2	NM_001321070
ZNF514	NM_032788
ZNF514	NM_001318005
ANKRD20A8P	NR_003366
LOC442028	NR_037597
MAL	NM_022439
PROM2	NM_001165977
PROM2	NM_001165978
MAL	NM_002371
MAL	NM_022440
MAL	NM_022438
NCAPH	NM_001281710
STARD7	NM_020151
NCAPH	NM_015341
LINC00342	NR_103734
ANKRD36C	NM_001310154
NCAPH	NM_001281711
NCAPH	NM_001281712
KANSL3	NR_047656
SEMA4C	NM_017789
LMAN2L	NM_001322355
LMAN2L	NM_001322354
LMAN2L	NM_001322356
KANSL3	NM_001349260
KANSL3	NM_001349261
KANSL3	NR_047658
KANSL3	NR_047657
KANSL3	NR_047653
KANSL3	NR_047654
LMAN2L	NM_001322352
KANSL3	NM_001349259
KANSL3	NR_146099
KANSL3	NR_146098
ANKRD36	NM_001354587
LMAN2L	NM_001322347
LMAN2L	NM_001322346
KANSL3	NR_047655
LMAN2L	NM_001142292
LMAN2L	NM_001322351
LMAN2L	NM_001322350
LMAN2L	NM_030805
KANSL3	NM_001349262
KANSL3	NM_001349257
KANSL3	NM_001349258
KANSL3	NM_001349256
KANSL3	NM_001115016
KANSL3	NR_146102
KANSL3	NR_146101
KANSL3	NR_146100
TMEM131	NM_015348
VWA3B	NM_001345864
VWA3B	NM_144992
VWA3B	NR_144297
VWA3B	NR_144296
VWA3B	NR_144298
REV1	NR_135653
TSGA10	NR_146001
TSGA10	NM_025244
TSGA10	NM_001349012
REV1	NR_135652
TSGA10	NM_001349013
TSGA10	NM_001349014
EIF5B	NM_015904
MGAT4A	NM_012214
CRACDL	NM_207362
REV1	NM_001037872
REV1	NM_016316
REV1	NR_135649
REV1	NR_135650
REV1	NR_135651
REV1	NM_001321459
REV1	NM_001321460
REV1	NM_001321454
REV1	NM_001321458
REV1	NM_001321455
TSGA10	NM_182911
CHST10	NM_004854
RFX8	NM_001145664
TBC1D8	NM_001330348
TBC1D8	NR_138475
RFX8	NM_001367508
RFX8	NM_001367509
RFX8	NM_001367510
NPAS2	NM_002518
TBC1D8	NM_001102426
IL18R1	NM_001371424
IL1RL2	NM_001351450
IL18R1	NM_001371422
IL18R1	NM_001371421
IL1RL2	NM_003854
SLC9A4	NM_001011552
IL18R1	NM_001282399
IL18R1	NM_001371423
IL18R1	NM_001371419
IL18R1	NM_001371418
IL1RL2	NM_001351447
IL1RL2	NM_001351446
IL1RL2	NM_001351448
SLC9A2	NM_003048
IL18R1	NM_001371420
IL18R1	NM_003855
IL1RL2	NM_001351449
IL1R1	NM_001288706
IL1R1	NM_001320978
IL1R1	NM_001320980
IL1R1	NM_001320986
LINC01796	NR_135562
LINC01102	NR_015399
TGFBRAP1	NM_001328646
FHL2	NM_201557
FHL2	NM_201555
FHL2	NM_001318899
FHL2	NM_001374399
FHL2	NM_001318897
FHL2	NM_001318896
MRPS9-AS2	NR_110603
FHL2	NM_001450
FHL2	NM_001318895
FHL2	NM_001318898
FHL2	NM_001318894
NCK2	NM_003581
FHL2	NM_001039492
NCK2	NM_001004722
ST6GAL2	NM_001322362
ST6GAL2	NR_136313
ST6GAL2	NM_001142352
ST6GAL2	NM_001142351
ST6GAL2	NM_032528
RGPD3	NM_001144013
UXS1	NM_001253875
UXS1	NM_001377504
UXS1	NM_001377505
UXS1	NM_001377507
UXS1	NM_001377508
UXS1	NM_025076
UXS1	NR_045607
UXS1	NR_165308
MIR548AU	NR_049853
RGPD4	NM_182588
LIMS1	NM_001193482
CCDC138	NM_001351544
LIMS1	NM_004987
LIMS1	NM_001193488
GCC2-AS1	NR_135290
LIMS1	NM_001193485
LIMS1	NM_001193484
LIMS1	NM_001193483
CCDC138	NM_001351554
CCDC138	NM_001351553
CCDC138	NM_001351551
CCDC138	NM_001351549
CCDC138	NM_001351548
CCDC138	NM_001351545
CCDC138	NM_001351555
CCDC138	NR_147238
CCDC138	NR_147237
EDAR	NM_022336
CCDC138	NR_130121
CCDC138	NM_001303106
CCDC138	NM_001303105
CCDC138	NM_001351561
CCDC138	NM_001351565
CCDC138	NM_001351559
CCDC138	NM_001351557
CCDC138	NM_144978
CCDC138	NR_147236
LIMS1	NM_001371498
LIMS1	NM_001371497
LIMS1	NM_001371496
LIMS1	NM_001371495
LIMS1	NM_001371494
LIMS1	NM_001371500
LIMS1	NM_001371499
SEPTIN10	NM_001321508
SEPTIN10	NM_001321507
SEPTIN10	NM_001321510
SEPTIN10	NM_001321499
SEPTIN10	NM_001321498
SEPTIN10	NM_001321512
SEPTIN10	NM_001321511
SEPTIN10	NM_001321509
SEPTIN10	NM_178584
SH3RF3	NM_001099289
SEPTIN10	NM_001321506
SEPTIN10	NM_001321496
SEPTIN10	NM_001321505
SEPTIN10	NM_001321513
SEPTIN10	NM_001321515
SEPTIN10	NM_001321514
SEPTIN10	NM_001321500
SEPTIN10	NM_001321504
RGPD6	NM_001123363
SEPTIN10	NM_144710
RGPD5	NM_005054
SEPTIN10	NM_001321503
SEPTIN10	NM_001321502
SEPTIN10	NM_001321501
RGPD8	NM_001164463
ACOXL	NM_001142807
ACOXL	NM_001365487
MTLN	NM_001355251
ACOXL	NM_001371254
MIR4435-2HG	NR_136163
MIR4435-2HG	NR_136165
ANAPC1	NM_022662
MIR4435-2HG	NR_136164
MERTK	NM_006343
MIR4435-2HG	NR_136162
MIR4435-2HG	NR_136161
MIR4435-2HG	NR_136166
TMEM87B	NM_032824
TMEM87B	NM_001329914
MIR4435-2HG	NR_015395
NT5DC4	NM_001350494
IL36G	NM_019618
ZC3H6	NM_198581
IL36G	NM_001278568
RABL2A	NR_148879
RABL2A	NM_001354416
RABL2A	NM_001354417
RABL2A	NM_001354418
RABL2A	NM_001306158
RABL2A	NR_148882
RABL2A	NR_148881
RABL2A	NM_013412
RABL2A	NM_001354426
RABL2A	NM_001354427
RABL2A	NM_001306160
RABL2A	NM_001306161
RABL2A	NM_001354405
RABL2A	NM_001354406
RABL2A	NM_001354407
RABL2A	NM_001354421
RABL2A	NR_148880
RABL2A	NM_001354408
RABL2A	NM_001306159
ACTR3	NM_001277140
ACTR3	NM_005721
RABL2A	NM_001354428
RABL2A	NM_001354423
RABL2A	NM_001354424
RABL2A	NM_001354412
RABL2A	NM_001354413
RABL2A	NM_001354410
RABL2A	NM_001354414
RABL2A	NM_001354409
RABL2A	NM_007082
RABL2A	NM_001354425
RABL2A	NM_001354419
ACTR3	NR_102318
DPP10	NM_001321913
INSIG2	NM_001321333
INSIG2	NM_001321332
INSIG2	NM_001321330
INSIG2	NM_016133
INSIG2	NM_001321331
INSIG2	NM_001321329
CCDC93	NM_019044
PTPN4	NM_002830
EPB41L5	NM_001330310
EPB41L5	NR_138472
EPB41L5	NM_001184937
EPB41L5	NM_001184938
EPB41L5	NM_020909
EPB41L5	NR_135920
EPB41L5	NM_001184939
EPB41L5	NM_001330307
GLI2	NM_005270
TFCP2L1	NM_014553
GLI2	NM_001374353
GLI2	NM_001371271
GLI2	NM_001374354
TSN	NM_004622
TSN	NR_048557
TSN	NR_048556
TSN	NR_048558
TSN	NR_048559
TSN	NM_001261401
LIMS2	NM_001161404
LIMS2	NM_001161403
ERCC3	NM_001303418
WDR33	NM_001006623
LIMS2	NM_001136037
LIMS2	NM_017980
ERCC3	NM_001303416
WDR33	NM_018383
WDR33	NM_001006622
ERCC3	NM_000122
UGGT1	NR_027671
UGGT1	NM_020120
SMPD4	NM_017951
PRSS40A	NR_027313
PRSS40B	NR_033930
ARHGEF4	NM_015320
SMPD4	NM_001171083
PRSS40A	NR_027314
SMPD4	NM_017751
ARHGEF4	NM_001367493
SMPD4	NR_033232
SMPD4	NR_033231
ARHGEF4	NM_001375900
ARHGEF4	NM_001375901
C2orf27A	NM_001354872
C2orf27A	NM_013310
POTEKP	NR_033885
LINC01945	NR_146484
LINC01945	NR_146485
C2orf27A	NR_149013
C2orf27A	NM_001354871
ANKRD30BL	NR_027020
LYPD1	NM_001321234
GPR39	NM_001508
LYPD1	NM_144586
LYPD1	NM_001321235
LYPD1	NM_001077427
ANKRD30BL	NR_152415
MGAT5	NM_002410
MAP3K19	NM_025052
ACMSD	NM_001307983
RAB3GAP1	NM_012233
ACMSD	NM_138326
CCNT2-AS1	NR_036549
MAP3K19	NM_001018044
MAP3K19	NM_001018046
MAP3K19	NM_001018047
MAP3K19	NM_001282883
MAP3K19	NM_001321177
TMEM163	NM_030923
RAB3GAP1	NM_001172435
LCT	NM_002299
R3HDM1	NM_015361
R3HDM1	NM_001354200
DARS1	NM_001293312
R3HDM1	NM_001282799
R3HDM1	NM_001282800
R3HDM1	NM_001354199
DARS1	NM_001349
R3HDM1	NM_001282798
R3HDM1	NM_001378107
LOC101928273	NR_120402
NXPH2	NM_007226
SPOPL	NM_001001664
KYNU	NM_001199241
KYNU	NM_003937
ZEB2	NM_001171653
GTDC1	NM_001376306
GTDC1	NM_001006636
GTDC1	NM_001376320
GTDC1	NM_001284234
ZEB2	NM_014795
GTDC1	NM_001354352
GTDC1	NM_024659
GTDC1	NM_001354361
GTDC1	NM_001354351
GTDC1	NM_001354353
GTDC1	NM_001354354
GTDC1	NM_001354360
GTDC1	NM_001354358
GTDC1	NM_001354356
LINC01412	NR_110570
GTDC1	NM_001376311
GTDC1	NM_001376314
GTDC1	NR_148872
GTDC1	NM_001354350
GTDC1	NM_001164629
GTDC1	NM_001284238
GTDC1	NM_001376312
GTDC1	NM_001376328
GTDC1	NM_001376315
GTDC1	NR_164809
GTDC1	NM_001376309
GTDC1	NM_001376310
GTDC1	NM_001376313
GTDC1	NM_001376316
GTDC1	NM_001376317
GTDC1	NM_001376322
GTDC1	NM_001376323
GTDC1	NM_001376326
GTDC1	NM_001376327
GTDC1	NM_001376329
GTDC1	NM_001376332
GTDC1	NR_164804
GTDC1	NM_001376330
GTDC1	NM_001354355
GTDC1	NM_001354362
GTDC1	NM_001376318
GTDC1	NM_001376319
GTDC1	NM_001376324
GTDC1	NM_001284233
GTDC1	NM_001376321
GTDC1	NM_001376331
GTDC1	NR_164801
GTDC1	NR_164802
GTDC1	NR_164803
GTDC1	NR_164805
GTDC1	NR_164806
GTDC1	NR_164807
GTDC1	NR_164808
GTDC1	NM_001376307
GTDC1	NM_001376308
GTDC1	NM_001376325
GTDC1	NR_164799
GTDC1	NR_164800
GTDC1	NM_001284235
ORC4	NM_001190879
ORC4	NM_001374272
ORC4	NM_181741
ORC4	NM_001374270
EPC2	NM_015630
ORC4	NM_002552
ORC4	NM_001190882
MBD5	NM_018328
ORC4	NM_001190881
ORC4	NM_181742
MMADHC-DT	NR_110240
LYPD6B	NM_001317003
LYPD6B	NM_001317005
LYPD6B	NM_001317006
LYPD6B	NM_001317004
LYPD6B	NM_001317002
LINC01931	NR_145421
LYPD6	NM_001195685
LYPD6B	NM_177964
LYPD6	NM_194317
RND3	NM_001254738
RND3	NM_005168
RBM43	NM_198557
CACNB4	NM_001320722
NEB	NM_001164508
NEB	NM_004543
NEB	NM_001271208
CACNB4	NM_001330118
CACNB4	NM_001330117
CACNB4	NM_001005747
CACNB4	NM_001330116
CACNB4	NM_001330115
CACNB4	NM_001330114
NEB	NM_001164507
PRPF40A	NM_001354432
PRPF40A	NM_017892
PRPF40A	NM_001365600
PRPF40A	NM_001365596
PRPF40A	NM_001365599
PRPF40A	NM_001365604
PRPF40A	NM_001354431
PRPF40A	NM_001365602
PRPF40A	NM_001365597
PRPF40A	NM_001365601
FMNL2	NM_052905
PRPF40A	NM_001365598
STAM2	NM_005843
PRPF40A	NM_001365605
PRPF40A	NM_001365603
KCNJ3	NM_001260508
KCNJ3	NM_002239
GPD2	NM_001083112
GPD2	NM_000408
UPP2	NM_001135098
ACVR1C	NM_001111033
ACVR1	NM_001347666
ACVR1	NM_001111067
CCDC148-AS1	NR_038850
ACVR1C	NM_001111032
ACVR1	NM_001347664
ACVR1C	NM_145259
CYTIP	NM_004288
ACVR1C	NM_001111031
ACVR1	NM_001105
